step,sat_id,class,x_m,y_m,r_km
2181,1398,1,-2620725.247,6520261.114,7027.233
2182,1398,1,-2627569.284,6516673.548,7026.461
2183,1398,1,-2634410.303,6513078.494,7025.689
2184,1398,1,-2641248.293,6509475.954,7024.918
2185,1398,1,-2648083.247,6505865.930,7024.147
2186,1398,1,-2654915.155,6502248.423,7023.376
2187,1398,1,-2661744.008,6498623.434,7022.605
2188,1398,1,-2668569.798,6494990.967,7021.835
2189,1398,1,-2675392.515,6491351.022,7021.066
2190,1398,1,-2682212.152,6487703.601,7020.296
2191,1398,1,-2689028.698,6484048.705,7019.527
2192,1398,1,-2695842.145,6480386.338,7018.759
2193,1398,1,-2702652.485,6476716.499,7017.990
2194,1398,1,-2709459.708,6473039.192,7017.222
2195,1398,1,-2716263.805,6469354.418,7016.455
2196,1398,1,-2723064.768,6465662.178,7015.687
2197,1398,1,-2729862.588,6461962.475,7014.920
2198,1398,1,-2736657.255,6458255.311,7014.154
2199,1398,1,-2743448.762,6454540.686,7013.388
2200,1398,1,-2750237.098,6450818.604,7012.622
2201,1398,1,-2757022.256,6447089.066,7011.856
2202,1398,1,-2763804.226,6443352.073,7011.091
2203,1398,1,-2770582.999,6439607.628,7010.326
2204,1398,1,-2777358.567,6435855.733,7009.562
2205,1398,1,-2784130.921,6432096.389,7008.798
2206,1398,1,-2790900.051,6428329.598,7008.034
2207,1398,1,-2797665.949,6424555.363,7007.271
2208,1398,1,-2804428.606,6420773.685,7006.508
2209,1398,1,-2811188.013,6416984.566,7005.745
2210,1398,1,-2817944.161,6413188.008,7004.983
2211,1398,1,-2824697.042,6409384.013,7004.221
2212,1398,1,-2831446.646,6405572.584,7003.460
2213,1398,1,-2838192.964,6401753.721,7002.699
2214,1398,1,-2844935.988,6397927.428,7001.938
2215,1398,1,-2851675.708,6394093.706,7001.178
2216,1398,1,-2858412.116,6390252.557,7000.418
2217,1398,1,-2865145.203,6386403.983,6999.658
2218,1398,1,-2871874.960,6382547.987,6998.899
2219,1398,1,-2878601.378,6378684.570,6998.140
2220,1398,1,-2885324.448,6374813.734,6997.381
2221,1398,1,-2892044.162,6370935.482,6996.623
2222,1398,1,-2898760.509,6367049.815,6995.866
2223,1398,1,-2905473.482,6363156.736,6995.108
2224,1398,1,-2912183.072,6359256.247,6994.351
2225,1398,1,-2918889.269,6355348.350,6993.595
2226,1398,1,-2925592.064,6351433.047,6992.839
2227,1398,1,-2932291.449,6347510.341,6992.083
2228,1398,1,-2938987.415,6343580.232,6991.327
2229,1398,1,-2945679.953,6339642.725,6990.572
2230,1398,1,-2952369.054,6335697.820,6989.818
2231,1398,1,-2959054.709,6331745.521,6989.063
2232,1398,1,-2965736.909,6327785.828,6988.309
2233,1398,1,-2972415.646,6323818.746,6987.556
2234,1398,1,-2979090.909,6319844.275,6986.803
2235,1398,1,-2985762.691,6315862.418,6986.050
2236,1398,1,-2992430.982,6311873.177,6985.298
2237,1398,1,-2999095.774,6307876.555,6984.546
2238,1398,1,-3005757.057,6303872.553,6983.794
2239,1398,1,-3012414.823,6299861.175,6983.043
2240,1398,1,-3019069.063,6295842.422,6982.293
2241,1398,1,-3025719.767,6291816.298,6981.542
2242,1398,1,-3032366.928,6287782.803,6980.792
2243,1398,1,-3039010.535,6283741.940,6980.043
2244,1398,1,-3045650.580,6279693.713,6979.294
2245,1398,1,-3052287.054,6275638.123,6978.545
2246,1398,1,-3058919.949,6271575.172,6977.797
2247,1398,1,-3065549.254,6267504.864,6977.049
2248,1398,1,-3072174.962,6263427.199,6976.301
2249,1398,1,-3078797.063,6259342.182,6975.554
2250,1398,1,-3085415.549,6255249.814,6974.807
2251,1398,1,-3092030.409,6251150.098,6974.061
2252,1398,1,-3098641.637,6247043.035,6973.315
2253,1398,1,-3105249.222,6242928.630,6972.570
2254,1398,1,-3111853.156,6238806.883,6971.825
2255,1398,1,-3118453.429,6234677.799,6971.080
2256,1398,1,-3125050.033,6230541.378,6970.336
2257,1398,1,-3131642.959,6226397.624,6969.592
2258,1398,1,-3138232.198,6222246.539,6968.849
2259,1398,1,-3144817.740,6218088.126,6968.106
2260,1398,1,-3151399.578,6213922.387,6967.363
2261,1398,1,-3157977.702,6209749.325,6966.621
2262,1398,1,-3164552.103,6205568.943,6965.879
2263,1398,1,-3171122.772,6201381.242,6965.138
2264,1398,1,-3177689.700,6197186.226,6964.397
2265,1398,1,-3184252.879,6192983.898,6963.657
2266,1398,1,-3190812.299,6188774.259,6962.917
2267,1398,1,-3197367.951,6184557.313,6962.177
2268,1398,1,-3203919.827,6180333.061,6961.438
2269,1398,1,-3210467.917,6176101.508,6960.699
2270,1398,1,-3217012.213,6171862.655,6959.961
2271,1398,1,-3223552.705,6167616.506,6959.223
2272,1398,1,-3230089.385,6163363.062,6958.486
2273,1398,1,-3236622.244,6159102.327,6957.749
2274,1398,1,-3243151.273,6154834.303,6957.012
2275,1398,1,-3249676.462,6150558.993,6956.276
2276,1398,1,-3256197.803,6146276.400,6955.540
2277,1398,1,-3262715.288,6141986.526,6954.805
2278,1398,1,-3269228.906,6137689.375,6954.070
2279,1398,1,-3275738.649,6133384.949,6953.336
2280,1398,1,-3282244.509,6129073.251,6952.602
2281,1398,1,-3288746.475,6124754.284,6951.868
2282,1398,1,-3295244.540,6120428.050,6951.135
2283,1398,1,-3301738.694,6116094.553,6950.402
2284,1398,1,-3308228.928,6111753.795,6949.670
2285,1398,1,-3314715.234,6107405.779,6948.938
2286,1398,1,-3321197.602,6103050.508,6948.207
2287,1398,1,-3327676.024,6098687.984,6947.476
2288,1398,1,-3334150.490,6094318.212,6946.746
2289,1398,1,-3340620.992,6089941.193,6946.016
2290,1398,1,-3347087.520,6085556.931,6945.286
2291,1398,1,-3353550.066,6081165.428,6944.557
2292,1398,1,-3360008.621,6076766.688,6943.828
2293,1398,1,-3366463.176,6072360.713,6943.100
2294,1398,1,-3372913.721,6067947.507,6942.372
2295,1398,1,-3379360.249,6063527.072,6941.645
2296,1398,1,-3385802.749,6059099.411,6940.918
2297,1398,1,-3392241.214,6054664.528,6940.192
2298,1398,1,-3398675.633,6050222.425,6939.466
2299,1398,1,-3405105.999,6045773.105,6938.740
2300,1398,1,-3411532.302,6041316.572,6938.015
2301,1398,1,-3417954.533,6036852.829,6937.291
2302,1398,1,-3424372.683,6032381.878,6936.567
2303,1398,1,-3430786.744,6027903.723,6935.843
2304,1398,1,-3437196.706,6023418.366,6935.120
2305,1398,1,-3443602.561,6018925.812,6934.397
2306,1398,1,-3450004.299,6014426.062,6933.675
2307,1398,1,-3456401.912,6009919.121,6932.953
2308,1398,1,-3462795.390,6005404.991,6932.232
2309,1398,1,-3469184.725,6000883.675,6931.511
2310,1398,1,-3475569.908,5996355.177,6930.791
2311,1398,1,-3481950.930,5991819.500,6930.071
2312,1398,1,-3488327.781,5987276.647,6929.352
2313,1398,1,-3494700.454,5982726.620,6928.633
2314,1398,1,-3501068.939,5978169.425,6927.914
2315,1398,1,-3507433.226,5973605.063,6927.196
2316,1398,1,-3513793.308,5969033.538,6926.479
2317,1398,1,-3520149.175,5964454.853,6925.761
2318,1398,1,-3526500.818,5959869.011,6925.045
2319,1398,1,-3532848.229,5955276.016,6924.329
2320,1398,1,-3539191.398,5950675.871,6923.613
2321,1398,1,-3545530.316,5946068.580,6922.898
2322,1398,1,-3551864.975,5941454.145,6922.183
2323,1398,1,-3558195.366,5936832.569,6921.469
2324,1398,1,-3564521.479,5932203.858,6920.755
2325,1398,1,-3570843.306,5927568.013,6920.042
2326,1398,1,-3577160.838,5922925.038,6919.329
2327,1398,1,-3583474.066,5918274.936,6918.617
2328,1398,1,-3589782.981,5913617.711,6917.905
2329,1398,1,-3596087.573,5908953.366,6917.194
2330,1398,1,-3602387.835,5904281.905,6916.483
2331,1398,1,-3608683.757,5899603.331,6915.773
2332,1398,1,-3614975.330,5894917.648,6915.063
2333,1398,1,-3621262.546,5890224.859,6914.354
2334,1398,1,-3627545.395,5885524.967,6913.645
2335,1398,1,-3633823.868,5880817.975,6912.937
2336,1398,1,-3640097.957,5876103.889,6912.229
2337,1398,1,-3646367.653,5871382.710,6911.522
2338,1398,1,-3652632.946,5866654.443,6910.815
2339,1398,1,-3658893.828,5861919.091,6910.108
2340,1398,1,-3665150.290,5857176.657,6909.403
2341,1398,1,-3671402.323,5852427.145,6908.697
2342,1398,1,-3677649.919,5847670.559,6907.992
2343,1398,1,-3683893.067,5842906.902,6907.288
2344,1398,1,-3690131.759,5838136.179,6906.584
2345,1398,1,-3696365.987,5833358.391,6905.881
2346,1398,1,-3702595.741,5828573.544,6905.178
2347,1398,1,-3708821.013,5823781.640,6904.476
2348,1398,1,-3715041.793,5818982.684,6903.774
2349,1398,1,-3721258.073,5814176.679,6903.073
2350,1398,1,-3727469.844,5809363.628,6902.372
2351,1398,1,-3733677.097,5804543.536,6901.672
2352,1398,1,-3739879.823,5799716.406,6900.972
2353,1398,1,-3746078.013,5794882.242,6900.273
2354,1398,1,-3752271.657,5790041.048,6899.574
2355,1398,1,-3758460.749,5785192.826,6898.876
2356,1398,1,-3764645.277,5780337.582,6898.178
2357,1398,1,-3770825.235,5775475.319,6897.481
2358,1398,1,-3777000.611,5770606.040,6896.784
2359,1398,1,-3783171.399,5765729.749,6896.088
2360,1398,1,-3789337.588,5760846.451,6895.392
2361,1398,1,-3795499.170,5755956.148,6894.697
2362,1398,1,-3801656.137,5751058.846,6894.002
2363,1398,1,-3807808.478,5746154.547,6893.308
2364,1398,1,-3813956.186,5741243.256,6892.615
2365,1398,1,-3820099.251,5736324.976,6891.922
2366,1398,1,-3826237.665,5731399.711,6891.229
2367,1398,1,-3832371.418,5726467.465,6890.537
2368,1398,1,-3838500.502,5721528.243,6889.846
2369,1398,1,-3844624.908,5716582.047,6889.155
2370,1398,1,-3850744.627,5711628.882,6888.464
2371,1398,1,-3856859.650,5706668.752,6887.774
2372,1398,1,-3862969.969,5701701.661,6887.085
2373,1398,1,-3869075.573,5696727.613,6886.396
2374,1398,1,-3875176.456,5691746.612,6885.708
2375,1398,1,-3881272.607,5686758.661,6885.020
2376,1398,1,-3887364.017,5681763.765,6884.333
2377,1398,1,-3893450.679,5676761.928,6883.646
2378,1398,1,-3899532.583,5671753.153,6882.960
2379,1398,1,-3905609.720,5666737.446,6882.274
2380,1398,1,-3911682.081,5661714.809,6881.589
2381,1398,1,-3917749.658,5656685.248,6880.905
2382,1398,1,-3923812.442,5651648.765,6880.221
2383,1398,1,-3929870.423,5646605.366,6879.537
2384,1398,1,-3935923.594,5641555.054,6878.854
2385,1398,1,-3941971.944,5636497.834,6878.172
2386,1398,1,-3948015.466,5631433.709,6877.490
2387,1398,1,-3954054.150,5626362.683,6876.809
2388,1398,1,-3960087.988,5621284.762,6876.128
2389,1398,1,-3966116.970,5616199.949,6875.448
2390,1398,1,-3972141.089,5611108.248,6874.768
2391,1398,1,-3978160.334,5606009.663,6874.089
2392,1398,1,-3984174.698,5600904.199,6873.411
2393,1398,1,-3990184.171,5595791.860,6872.733
2394,1398,1,-3996188.745,5590672.650,6872.055
2395,1398,1,-4002188.411,5585546.574,6871.379
2396,1398,1,-4008183.160,5580413.635,6870.702
2397,1398,1,-4014172.982,5575273.838,6870.026
2398,1398,1,-4020157.870,5570127.187,6869.351
2399,1398,1,-4026137.815,5564973.687,6868.677
2400,1398,1,-4032112.807,5559813.342,6868.002
2401,1398,1,-4038082.838,5554646.156,6867.329
2402,1398,1,-4044047.900,5549472.134,6866.656
2403,1398,1,-4050007.982,5544291.279,6865.984
2404,1398,1,-4055963.077,5539103.597,6865.312
2405,1398,1,-4061913.176,5533909.091,6864.640
2406,1398,1,-4067858.269,5528707.767,6863.970
2407,1398,1,-4073798.349,5523499.628,6863.300
2408,1398,1,-4079733.406,5518284.679,6862.630
2409,1398,1,-4085663.431,5513062.924,6861.961
2410,1398,1,-4091588.416,5507834.368,6861.293
2411,1398,1,-4097508.353,5502599.015,6860.625
2412,1398,1,-4103423.231,5497356.870,6859.957
2413,1398,1,-4109333.042,5492107.937,6859.291
2414,1398,1,-4115237.778,5486852.221,6858.624
2415,1398,1,-4121137.430,5481589.727,6857.959
2416,1398,1,-4127031.989,5476320.457,6857.294
2417,1398,1,-4132921.447,5471044.419,6856.629
2418,1398,1,-4138805.793,5465761.615,6855.966
2419,1398,1,-4144685.021,5460472.051,6855.302
2420,1398,1,-4150559.120,5455175.730,6854.640
2421,1398,1,-4156428.083,5449872.658,6853.977
2422,1398,1,-4162291.900,5444562.840,6853.316
2423,1398,1,-4168150.563,5439246.279,6852.655
2424,1398,1,-4174004.063,5433922.981,6851.995
2425,1398,1,-4179852.391,5428592.950,6851.335
2426,1398,1,-4185695.539,5423256.191,6850.676
2427,1398,1,-4191533.497,5417912.708,6850.017
2428,1398,1,-4197366.257,5412562.506,6849.359
2429,1398,1,-4203193.811,5407205.591,6848.701
2430,1398,1,-4209016.149,5401841.965,6848.045
2431,1398,1,-4214833.263,5396471.635,6847.388
2432,1398,1,-4220645.144,5391094.606,6846.733
2433,1398,1,-4226451.783,5385710.880,6846.077
2434,1398,1,-4232253.172,5380320.465,6845.423
2435,1398,1,-4238049.302,5374923.364,6844.769
2436,1398,1,-4243840.165,5369519.581,6844.116
2437,1398,1,-4249625.750,5364109.123,6843.463
2438,1398,1,-4255406.051,5358691.994,6842.811
2439,1398,1,-4261181.058,5353268.198,6842.159
2440,1398,1,-4266950.762,5347837.741,6841.508
2441,1398,1,-4272715.154,5342400.626,6840.858
2442,1398,1,-4278474.227,5336956.860,6840.208
2443,1398,1,-4284227.971,5331506.447,6839.559
2444,1398,1,-4289976.378,5326049.392,6838.911
2445,1398,1,-4295719.439,5320585.700,6838.263
2446,1398,1,-4301457.145,5315115.376,6837.615
2447,1398,1,-4307189.488,5309638.424,6836.969
2448,1398,1,-4312916.458,5304154.850,6836.323
2449,1398,1,-4318638.048,5298664.658,6835.677
2450,1398,1,-4324354.248,5293167.855,6835.032
2451,1398,1,-4330065.051,5287664.443,6834.388
2452,1398,1,-4335770.447,5282154.430,6833.744
2453,1398,1,-4341470.427,5276637.818,6833.101
2454,1398,1,-4347164.983,5271114.615,6832.459
2455,1398,1,-4352854.107,5265584.824,6831.817
2456,1398,1,-4358537.789,5260048.451,6831.176
2457,1398,1,-4364216.021,5254505.501,6830.535
2458,1398,1,-4369888.795,5248955.979,6829.895
2459,1398,1,-4375556.102,5243399.889,6829.256
2460,1398,1,-4381217.933,5237837.238,6828.617
2461,1398,1,-4386874.279,5232268.030,6827.979
2462,1398,1,-4392525.132,5226692.270,6827.341
2463,1398,1,-4398170.484,5221109.964,6826.704
2464,1398,1,-4403810.325,5215521.116,6826.068
2465,1398,1,-4409444.647,5209925.732,6825.432
2466,1398,1,-4415073.442,5204323.817,6824.797
2467,1398,1,-4420696.700,5198715.377,6824.163
2468,1398,1,-4426314.414,5193100.416,6823.529
2469,1398,1,-4431926.575,5187478.939,6822.896
2470,1398,1,-4437533.173,5181850.953,6822.264
2471,1398,1,-4443134.201,5176216.461,6821.632
2472,1398,1,-4448729.651,5170575.470,6821.000
2473,1398,1,-4454319.512,5164927.985,6820.370
2474,1398,1,-4459903.777,5159274.011,6819.740
2475,1398,1,-4465482.437,5153613.553,6819.110
2476,1398,1,-4471055.484,5147946.616,6818.482
2477,1398,1,-4476622.910,5142273.207,6817.854
2478,1398,1,-4482184.704,5136593.330,6817.226
2479,1398,1,-4487740.860,5130906.990,6816.599
2480,1398,1,-4493291.368,5125214.194,6815.973
2481,1398,1,-4498836.220,5119514.946,6815.347
2482,1398,1,-4504375.407,5113809.252,6814.723
2483,1398,1,-4509908.921,5108097.117,6814.098
2484,1398,1,-4515436.753,5102378.546,6813.475
2485,1398,1,-4520958.895,5096653.546,6812.852
2486,1398,1,-4526475.338,5090922.121,6812.229
2487,1398,1,-4531986.074,5085184.278,6811.608
2488,1398,1,-4537491.095,5079440.020,6810.986
2489,1398,1,-4542990.390,5073689.355,6810.366
2490,1398,1,-4548483.954,5067932.288,6809.746
2491,1398,1,-4553971.775,5062168.823,6809.127
2492,1398,1,-4559453.847,5056398.967,6808.509
2493,1398,1,-4564930.161,5050622.725,6807.891
2494,1398,1,-4570400.708,5044840.102,6807.274
2495,1398,1,-4575865.479,5039051.105,6806.657
2496,1398,1,-4581324.467,5033255.739,6806.041
2497,1398,1,-4586777.662,5027454.009,6805.426
2498,1398,1,-4592225.057,5021645.921,6804.811
2499,1398,1,-4597666.643,5015831.480,6804.198
2500,1398,1,-4603102.411,5010010.693,6803.584
2501,1398,1,-4608532.353,5004183.565,6802.972
2502,1398,1,-4613956.461,4998350.102,6802.360
2503,1398,1,-4619374.725,4992510.308,6801.748
2504,1398,1,-4624787.139,4986664.191,6801.138
2505,1398,1,-4630193.692,4980811.755,6800.528
2506,1398,1,-4635594.377,4974953.007,6799.919
2507,1398,1,-4640989.186,4969087.952,6799.310
2508,1398,1,-4646378.109,4963216.595,6798.702
2509,1398,1,-4651761.139,4957338.944,6798.095
2510,1398,1,-4657138.267,4951455.002,6797.488
2511,1398,1,-4662509.484,4945564.777,6796.882
2512,1398,1,-4667874.783,4939668.274,6796.277
2513,1398,1,-4673234.155,4933765.498,6795.672
2514,1398,1,-4678587.591,4927856.456,6795.068
2515,1398,1,-4683935.083,4921941.154,6794.465
2516,1398,1,-4689276.623,4916019.597,6793.862
2517,1398,1,-4694612.203,4910091.791,6793.260
2518,1398,1,-4699941.813,4904157.741,6792.659
2519,1398,1,-4705265.446,4898217.455,6792.058
2520,1398,1,-4710583.094,4892270.938,6791.458
2521,1398,1,-4715894.747,4886318.195,6790.859
2522,1398,1,-4721200.398,4880359.233,6790.261
2523,1398,1,-4726500.037,4874394.058,6789.663
2524,1398,1,-4731793.658,4868422.675,6789.066
2525,1398,1,-4737081.252,4862445.091,6788.469
2526,1398,1,-4742362.809,4856461.311,6787.873
2527,1398,1,-4747638.323,4850471.341,6787.278
2528,1398,1,-4752907.784,4844475.189,6786.683
2529,1398,1,-4758171.184,4838472.858,6786.090
2530,1398,1,-4763428.516,4832464.356,6785.497
2531,1398,1,-4768679.770,4826449.689,6784.904
2532,1398,1,-4773924.938,4820428.863,6784.312
2533,1398,1,-4779164.013,4814401.883,6783.721
2534,1398,1,-4784396.985,4808368.756,6783.131
2535,1398,1,-4789623.847,4802329.488,6782.541
2536,1398,1,-4794844.590,4796284.085,6781.952
2537,1398,1,-4800059.206,4790232.553,6781.364
2538,1398,1,-4805267.687,4784174.898,6780.776
2539,1398,1,-4810470.024,4778111.127,6780.189
2540,1398,1,-4815666.210,4772041.245,6779.603
2541,1398,1,-4820856.236,4765965.260,6779.018
2542,1398,1,-4826040.093,4759883.176,6778.433
2543,1398,1,-4831217.774,4753795.000,6777.849
2544,1398,1,-4836389.270,4747700.739,6777.265
2545,1398,1,-4841554.573,4741600.399,6776.682
2546,1398,1,-4846713.675,4735493.985,6776.100
2547,1398,1,-4851866.568,4729381.504,6775.519
2548,1398,1,-4857013.243,4723262.963,6774.938
2549,1398,1,-4862153.693,4717138.368,6774.358
2550,1398,1,-4867287.908,4711007.725,6773.779
2551,1398,1,-4872415.882,4704871.040,6773.201
2552,1398,1,-4877537.605,4698728.319,6772.623
2553,1398,1,-4882653.069,4692579.570,6772.046
2554,1398,1,-4887762.267,4686424.798,6771.469
2555,1398,1,-4892865.191,4680264.009,6770.894
2556,1398,1,-4897961.831,4674097.211,6770.319
2557,1398,1,-4903052.180,4667924.409,6769.744
2558,1398,1,-4908136.230,4661745.610,6769.171
2559,1398,1,-4913213.973,4655560.820,6768.598
2560,1398,1,-4918285.400,4649370.046,6768.026
2561,1398,1,-4923350.504,4643173.294,6767.454
2562,1398,1,-4928409.275,4636970.571,6766.884
2563,1398,1,-4933461.707,4630761.882,6766.314
2564,1398,1,-4938507.791,4624547.236,6765.744
2565,1398,1,-4943547.519,4618326.637,6765.176
2566,1398,1,-4948580.883,4612100.093,6764.608
2567,1398,1,-4953607.875,4605867.610,6764.041
2568,1398,1,-4958628.486,4599629.194,6763.474
2569,1398,1,-4963642.709,4593384.853,6762.909
2570,1398,1,-4968650.535,4587134.592,6762.344
2571,1398,1,-4973651.957,4580878.419,6761.779
2572,1398,1,-4978646.967,4574616.339,6761.216
2573,1398,1,-4983635.556,4568348.360,6760.653
2574,1398,1,-4988617.716,4562074.488,6760.091
2575,1398,1,-4993593.440,4555794.730,6759.530
2576,1398,1,-4998562.719,4549509.092,6758.969
2577,1398,1,-5003525.545,4543217.581,6758.409
2578,1398,1,-5008481.911,4536920.204,6757.850
2579,1398,1,-5013431.807,4530616.967,6757.292
2580,1398,1,-5018375.227,4524307.877,6756.734
2581,1398,1,-5023312.163,4517992.940,6756.177
2582,1398,1,-5028242.605,4511672.165,6755.621
2583,1398,1,-5033166.548,4505345.556,6755.065
2584,1398,1,-5038083.981,4499013.121,6754.510
2585,1398,1,-5042994.898,4492674.867,6753.956
2586,1398,1,-5047899.290,4486330.801,6753.403
2587,1398,1,-5052797.150,4479980.928,6752.850
2588,1398,1,-5057688.469,4473625.257,6752.299
2589,1398,1,-5062573.240,4467263.793,6751.747
2590,1398,1,-5067451.454,4460896.544,6751.197
2591,1398,1,-5072323.104,4454523.517,6750.647
2592,1398,1,-5077188.183,4448144.718,6750.099
2593,1398,1,-5082046.681,4441760.154,6749.550
2594,1398,1,-5086898.591,4435369.832,6749.003
2595,1398,1,-5091743.905,4428973.759,6748.456
2596,1398,1,-5096582.615,4422571.941,6747.911
2597,1398,1,-5101414.714,4416164.387,6747.365
2598,1398,1,-5106240.193,4409751.102,6746.821
2599,1398,1,-5111059.045,4403332.094,6746.277
2600,1398,1,-5115871.262,4396907.369,6745.734
2601,1398,1,-5120676.836,4390476.935,6745.192
2602,1398,1,-5125475.758,4384040.799,6744.651
2603,1398,1,-5130268.022,4377598.966,6744.110
2604,1398,1,-5135053.619,4371151.446,6743.570
2605,1398,1,-5139832.542,4364698.243,6743.031
2606,1398,1,-5144604.783,4358239.367,6742.493
2607,1398,1,-5149370.334,4351774.823,6741.955
2608,1398,1,-5154129.187,4345304.618,6741.418
2609,1398,1,-5158881.334,4338828.760,6740.882
2610,1398,1,-5163626.767,4332347.256,6740.347
2611,1398,1,-5168365.480,4325860.113,6739.812
2612,1398,1,-5173097.464,4319367.338,6739.278
2613,1398,1,-5177822.711,4312868.937,6738.745
2614,1398,1,-5182541.213,4306364.919,6738.213
2615,1398,1,-5187252.963,4299855.290,6737.681
2616,1398,1,-5191957.954,4293340.058,6737.150
2617,1398,1,-5196656.176,4286819.230,6736.620
2618,1398,1,-5201347.623,4280292.812,6736.091
2619,1398,1,-5206032.288,4273760.812,6735.563
2620,1398,1,-5210710.161,4267223.238,6735.035
2621,1398,1,-5215381.236,4260680.096,6734.508
2622,1398,1,-5220045.504,4254131.393,6733.982
2623,1398,1,-5224702.959,4247577.138,6733.456
2624,1398,1,-5229353.592,4241017.337,6732.932
2625,1398,1,-5233997.395,4234451.997,6732.408
2626,1398,1,-5238634.362,4227881.126,6731.884
2627,1398,1,-5243264.484,4221304.731,6731.362
2628,1398,1,-5247887.754,4214722.820,6730.841
2629,1398,1,-5252504.165,4208135.399,6730.320
2630,1398,1,-5257113.707,4201542.476,6729.800
2631,1398,1,-5261716.375,4194944.058,6729.280
2632,1398,1,-5266312.160,4188340.153,6728.762
2633,1398,1,-5270901.055,4181730.768,6728.244
2634,1398,1,-5275483.051,4175115.911,6727.727
2635,1398,1,-5280058.143,4168495.589,6727.211
2636,1398,1,-5284626.321,4161869.808,6726.696
2637,1398,1,-5289187.578,4155238.578,6726.181
2638,1398,1,-5293741.907,4148601.905,6725.667
2639,1398,1,-5298289.301,4141959.796,6725.154
2640,1398,1,-5302829.751,4135312.259,6724.642
2641,1398,1,-5307363.251,4128659.302,6724.131
2642,1398,1,-5311889.792,4122000.932,6723.620
2643,1398,1,-5316409.367,4115337.156,6723.110
2644,1398,1,-5320921.968,4108667.982,6722.601
2645,1398,1,-5325427.589,4101993.418,6722.093
2646,1398,1,-5329926.221,4095313.471,6721.585
2647,1398,1,-5334417.858,4088628.148,6721.078
2648,1398,1,-5338902.491,4081937.458,6720.572
2649,1398,1,-5343380.113,4075241.407,6720.067
2650,1398,1,-5347850.717,4068540.004,6719.563
2651,1398,1,-5352314.295,4061833.256,6719.059
2652,1398,1,-5356770.840,4055121.170,6718.557
2653,1398,1,-5361220.344,4048403.754,6718.055
2654,1398,1,-5365662.800,4041681.016,6717.553
2655,1398,1,-5370098.201,4034952.964,6717.053
2656,1398,1,-5374526.539,4028219.605,6716.553
2657,1398,1,-5378947.806,4021480.946,6716.055
2658,1398,1,-5383361.996,4014736.996,6715.557
2659,1398,1,-5387769.101,4007987.762,6715.059
2660,1398,1,-5392169.113,4001233.252,6714.563
2661,1398,1,-5396562.025,3994473.474,6714.067
2662,1398,1,-5400947.830,3987708.435,6713.573
2663,1398,1,-5405326.521,3980938.143,6713.079
2664,1398,1,-5409698.090,3974162.606,6712.585
2665,1398,1,-5414062.529,3967381.832,6712.093
2666,1398,1,-5418419.832,3960595.828,6711.601
2667,1398,1,-5422769.991,3953804.602,6711.111
2668,1398,1,-5427112.999,3947008.162,6710.621
2669,1398,1,-5431448.849,3940206.516,6710.131
2670,1398,1,-5435777.533,3933399.672,6709.643
2671,1398,1,-5440099.044,3926587.637,6709.156
2672,1398,1,-5444413.374,3919770.419,6708.669
2673,1398,1,-5448720.517,3912948.027,6708.183
2674,1398,1,-5453020.465,3906120.468,6707.698
2675,1398,1,-5457313.212,3899287.750,6707.213
2676,1398,1,-5461598.749,3892449.881,6706.730
2677,1398,1,-5465877.069,3885606.869,6706.247
2678,1398,1,-5470148.166,3878758.722,6705.765
2679,1398,1,-5474412.032,3871905.447,6705.284
2680,1398,1,-5478668.660,3865047.053,6704.804
2681,1398,1,-5482918.042,3858183.548,6704.325
2682,1398,1,-5487160.173,3851314.939,6703.846
2683,1398,1,-5491395.043,3844441.235,6703.368
2684,1398,1,-5495622.647,3837562.444,6702.891
2685,1398,1,-5499842.977,3830678.573,6702.415
2686,1398,1,-5504056.025,3823789.631,6701.940
2687,1398,1,-5508261.786,3816895.626,6701.466
2688,1398,1,-5512460.251,3809996.565,6700.992
2689,1398,1,-5516651.414,3803092.458,6700.519
2690,1398,1,-5520835.268,3796183.311,6700.047
2691,1398,1,-5525011.805,3789269.133,6699.576
2692,1398,1,-5529181.018,3782349.933,6699.105
2693,1398,1,-5533342.900,3775425.718,6698.636
2694,1398,1,-5537497.445,3768496.496,6698.167
2695,1398,1,-5541644.644,3761562.276,6697.699
2696,1398,1,-5545784.492,3754623.065,6697.232
2697,1398,1,-5549916.981,3747678.872,6696.766
2698,1398,1,-5554042.104,3740729.705,6696.301
2699,1398,1,-5558159.854,3733775.573,6695.836
2700,1398,1,-5562270.224,3726816.483,6695.372
2701,1398,1,-5566373.207,3719852.443,6694.909
2702,1398,1,-5570468.796,3712883.462,6694.447
2703,1398,1,-5574556.985,3705909.549,6693.986
2704,1398,1,-5578637.765,3698930.710,6693.526
2705,1398,1,-5582711.131,3691946.956,6693.066
2706,1398,1,-5586777.074,3684958.293,6692.608
2707,1398,1,-5590835.589,3677964.730,6692.150
2708,1398,1,-5594886.669,3670966.276,6691.693
2709,1398,1,-5598930.306,3663962.938,6691.236
2710,1398,1,-5602966.493,3656954.725,6690.781
2711,1398,1,-5606995.224,3649941.646,6690.327
2712,1398,1,-5611016.492,3642923.709,6689.873
2713,1398,1,-5615030.290,3635900.921,6689.420
2714,1398,1,-5619036.611,3628873.293,6688.968
2715,1398,1,-5623035.448,3621840.830,6688.517
2716,1398,1,-5627026.794,3614803.544,6688.067
2717,1398,1,-5631010.643,3607761.440,6687.617
